,curve_idx,target,sample_type,sample_id,igi_call,cycle_no,Fn,rn,groundtruth,Igi_call_quant,groundtruth_target
943634,106160,RnaseP,Clinical Sample,S1268892,Positive,45,356990.62,356990.625,1,1,1
943679,106192,RnaseP,Clinical Sample,S1270241,Positive,45,357847.0,357847.0,1,1,1
943724,106203,RnaseP,Clinical Sample,S1270306,Positive,45,278583.1,278583.09375,1,1,1
943769,106209,RnaseP,Clinical Sample,S1270254,Positive,45,385614.34,385614.34375,1,1,1
943814,106210,RnaseP,Clinical Sample,S1270317,Positive,45,331332.62,331332.625,1,1,1
943859,106211,RnaseP,Clinical Sample,S1270262,Positive,45,394937.3,394937.3125,1,1,1
943904,106212,RnaseP,Clinical Sample,S1270315,Positive,45,359342.94,359342.9375,1,1,1
943949,106213,RnaseP,Clinical Sample,S1270264,Positive,45,359812.22,359812.21875,1,1,1
943994,106214,RnaseP,Clinical Sample,S1270299,Positive,45,391911.62,391911.625,1,1,1
944039,106215,RnaseP,Clinical Sample,S1270247,Positive,45,387719.8,387719.8125,1,1,1
944084,106193,RnaseP,Clinical Sample,S1269435,Positive,45,397800.44,397800.4375,1,1,1
944129,106194,RnaseP,Clinical Sample,S1270286,Positive,45,411727.6,411727.59375,1,1,1
944174,106195,RnaseP,Clinical Sample,S1268824,Positive,45,369029.25,369029.25,1,1,1
944219,106196,RnaseP,Clinical Sample,S1270612,Positive,45,338080.7,338080.6875,1,1,1
944264,106197,RnaseP,Clinical Sample,S1269701,Positive,45,440900.12,440900.125,1,1,1
944309,106198,RnaseP,Clinical Sample,S1270603,Positive,45,412617.0,412617.0,1,1,1
944354,106199,RnaseP,Clinical Sample,S1268866,Positive,45,540284.75,540284.75,1,1,1
944399,106200,RnaseP,Clinical Sample,S1270620,Positive,45,398449.84,398449.84375,1,1,1
944444,106201,RnaseP,Clinical Sample,S1269621,Positive,45,406509.22,406509.21875,1,1,1
944489,106202,RnaseP,Clinical Sample,S1270295,Positive,45,388070.2,388070.1875,1,1,1
944534,106204,RnaseP,Clinical Sample,S1268857,Positive,45,153610.6,153610.59375,1,1,1
944579,106205,RnaseP,Clinical Sample,S1270284,Positive,45,369011.84,369011.84375,1,1,1
944624,106206,RnaseP,Clinical Sample,S1268870,Positive,45,487681.1,487681.09375,1,1,1
944669,106208,RnaseP,Clinical Sample,S1268886,Negative,45,50438.258,50438.2578125,1,0,1
944714,106240,RnaseP,Clinical Sample,S1270242,Positive,45,348474.34,348474.34375,1,1,1
944759,106251,RnaseP,Clinical Sample,S1270346,Positive,45,352599.28,352599.28125,1,1,1
944804,106257,RnaseP,Clinical Sample,S1270255,Positive,45,380340.12,380340.125,1,1,1
944849,106258,RnaseP,Clinical Sample,S1270316,Positive,45,372712.06,372712.0625,1,1,1
944894,106259,RnaseP,Clinical Sample,S1270263,Positive,45,345465.5,345465.5,1,1,1
944939,106260,RnaseP,Clinical Sample,S1270305,Positive,45,188083.53,188083.53125,1,1,1
944984,106261,RnaseP,Clinical Sample,S1270282,Positive,45,421726.34,421726.34375,1,1,1
945029,106262,RnaseP,Clinical Sample,S1270298,Positive,45,436748.28,436748.28125,1,1,1
945074,106263,RnaseP,Clinical Sample,S1270246,Positive,45,396222.84,396222.84375,1,1,1
945119,106241,RnaseP,Clinical Sample,S1269559,Positive,45,411668.34,411668.34375,1,1,1
945164,106242,RnaseP,Clinical Sample,S1270596,Positive,45,410887.62,410887.625,1,1,1
945209,106243,RnaseP,Clinical Sample,S1269624,Positive,45,395022.97,395022.96875,1,1,1
945254,106244,RnaseP,Clinical Sample,S1270611,Positive,45,413977.0,413977.0,1,1,1
945299,106245,RnaseP,Clinical Sample,S1268889,Positive,45,423102.84,423102.84375,1,1,1
945344,106246,RnaseP,Clinical Sample,S1270602,Positive,45,394306.06,394306.0625,1,1,1
945389,106247,RnaseP,Clinical Sample,S1268765,Positive,45,363170.3,363170.3125,1,1,1
945434,106248,RnaseP,Clinical Sample,S1270619,Positive,45,392987.4,392987.40625,1,1,1
945479,106249,RnaseP,Clinical Sample,S1268763,Negative,45,25651.967,25651.966796875,1,0,1
945524,106250,RnaseP,Clinical Sample,S1270597,Positive,45,378781.47,378781.46875,1,1,1
945569,106252,RnaseP,Clinical Sample,S1268781,Positive,45,413942.72,413942.71875,1,1,1
945614,106253,RnaseP,Clinical Sample,S1270294,Positive,45,362508.9,362508.90625,1,1,1
945659,106254,RnaseP,Clinical Sample,S1269411,Positive,45,361253.28,361253.28125,1,1,1
945704,106256,RnaseP,Clinical Sample,S1268900,Positive,45,347298.28,347298.28125,1,1,1
945749,106288,RnaseP,Clinical Sample,S1270243,Positive,45,337350.5,337350.5,1,1,1
945794,106299,RnaseP,Clinical Sample,S1270336,Positive,45,346056.94,346056.9375,1,1,1
945839,106305,RnaseP,Clinical Sample,S1270256,Positive,45,336832.16,336832.15625,1,1,1
945884,106306,RnaseP,Clinical Sample,S1270309,Positive,45,351127.2,351127.1875,1,1,1
945929,106307,RnaseP,Clinical Sample,S1270269,Positive,45,414971.03,414971.03125,1,1,1
945974,106308,RnaseP,Clinical Sample,S1270304,Positive,45,403004.06,403004.0625,1,1,1
946019,106309,RnaseP,Clinical Sample,S1270281,Positive,45,413434.66,413434.65625,1,1,1
946064,106310,RnaseP,Clinical Sample,S1270297,Positive,45,374115.6,374115.59375,1,1,1
946109,106311,RnaseP,Clinical Sample,S1270274,Positive,45,378319.88,378319.875,1,1,1
946154,106289,RnaseP,Clinical Sample,S1269560,Positive,45,397286.75,397286.75,1,1,1
946199,106290,RnaseP,Clinical Sample,S1270287,Positive,45,384822.78,384822.78125,1,1,1
946244,106291,RnaseP,Clinical Sample,S1268773,Positive,45,376663.88,376663.875,1,1,1
946289,106292,RnaseP,Clinical Sample,S1270610,Positive,45,386929.88,386929.875,1,1,1
946334,106293,RnaseP,Clinical Sample,S1268897,Positive,45,326870.97,326870.96875,1,1,1
946379,106294,RnaseP,Clinical Sample,S1270626,Positive,45,379596.2,379596.1875,1,1,1
946424,106295,RnaseP,Clinical Sample,S1268795,Positive,45,360502.1,360502.09375,1,1,1
946469,106296,RnaseP,Clinical Sample,S1270618,Positive,45,390555.4,390555.40625,1,1,1
946514,106297,RnaseP,Clinical Sample,S1269563,Positive,45,368540.53,368540.53125,1,1,1
946559,106301,RnaseP,Clinical Sample,S1270285,Positive,45,381032.1,381032.09375,1,1,1
946604,106302,RnaseP,Clinical Sample,S1268878,Positive,45,291303.8,291303.8125,1,1,1
946649,106303,RnaseP,Clinical Sample,S1269358,Positive,45,343764.34,343764.34375,1,1,1
946694,106336,RnaseP,Clinical Sample,S1270244,Positive,45,248825.67,248825.671875,1,1,1
946739,106347,RnaseP,Clinical Sample,S1270343,Positive,45,537746.8,537746.8125,1,1,1
946784,106353,RnaseP,Clinical Sample,S1270257,Positive,45,327427.25,327427.25,1,1,1
946829,106354,RnaseP,Clinical Sample,S1270310,Positive,45,352997.66,352997.65625,1,1,1
946874,106355,RnaseP,Clinical Sample,S1270268,Positive,45,395752.0,395752.0,1,1,1
946919,106356,RnaseP,Clinical Sample,S1270303,Positive,45,401721.53,401721.53125,1,1,1
946964,106357,RnaseP,Clinical Sample,S1270250,Positive,45,393697.3,393697.3125,1,1,1
947009,106358,RnaseP,Clinical Sample,S1270296,Positive,45,147022.27,147022.265625,1,1,1
947054,106359,RnaseP,Clinical Sample,S1270273,Positive,45,387940.9,387940.90625,1,1,1
947099,106337,RnaseP,Clinical Sample,S1268932,Positive,45,313146.66,313146.65625,1,1,1
947144,106338,RnaseP,Clinical Sample,S1270599,Positive,45,427716.16,427716.15625,1,1,1
947189,106339,RnaseP,Clinical Sample,S1268741,Positive,45,282137.06,282137.0625,1,1,1
947234,106340,RnaseP,Clinical Sample,S1270609,Positive,45,409631.78,409631.78125,1,1,1
947279,106341,RnaseP,Clinical Sample,S1269448,Positive,45,424506.72,424506.71875,1,1,1
947324,106342,RnaseP,Clinical Sample,S1270625,Positive,45,430753.03,430753.03125,1,1,1
947369,106343,RnaseP,Clinical Sample,S1268874,Positive,45,404645.84,404645.84375,1,1,1
947414,106344,RnaseP,Clinical Sample,S1270600,Positive,45,400546.97,400546.96875,1,1,1
947459,106345,RnaseP,Clinical Sample,S1268789,Positive,45,302643.38,302643.375,1,1,1
947504,106346,RnaseP,Clinical Sample,S1270288,Positive,45,407022.16,407022.15625,1,1,1
947549,106348,RnaseP,Clinical Sample,S1268859,Negative,45,31997.133,31997.1328125,1,0,1
947594,106349,RnaseP,Clinical Sample,S1270277,Positive,45,386598.1,386598.09375,1,1,1
947639,106350,RnaseP,Clinical Sample,S1268865,Positive,45,323458.47,323458.46875,1,1,1
947684,106351,RnaseP,Clinical Sample,S1269343,Positive,45,471863.38,471863.375,1,1,1
947729,14336,RnaseP,Clinical Sample,S602933,Positive,45,311459.34,311459.34375,1,1,1
947774,14347,RnaseP,Clinical Sample,S603532,Positive,45,352516.78,352516.78125,1,1,1
947819,14353,RnaseP,Clinical Sample,S602941,Positive,45,347022.6,347022.59375,1,1,1
947864,14354,RnaseP,Clinical Sample,S603540,Positive,45,344795.3,344795.3125,1,1,1
947909,14355,RnaseP,Clinical Sample,S602949,Positive,45,406804.25,406804.25,1,1,1
947954,14356,RnaseP,Clinical Sample,S603548,Positive,45,416626.4,416626.40625,1,1,1
947999,14357,RnaseP,Clinical Sample,S602957,Positive,45,385764.72,385764.71875,1,1,1
948044,14358,RnaseP,Clinical Sample,S603556,Positive,45,469861.28,469861.28125,1,1,1
948089,14359,RnaseP,Clinical Sample,S602964,Positive,45,403268.25,403268.25,1,1,1
948134,14337,RnaseP,Clinical Sample,S603563,Positive,45,434268.72,434268.71875,1,1,1
948179,14338,RnaseP,Clinical Sample,S602985,Positive,45,414463.78,414463.78125,1,1,1
948224,14339,RnaseP,Clinical Sample,S603571,Positive,45,438971.97,438971.96875,1,1,1
948269,14340,RnaseP,Clinical Sample,S603013,Positive,45,395646.72,395646.71875,1,1,1
948314,14341,RnaseP,Clinical Sample,S603579,Positive,45,413662.66,413662.65625,1,1,1
948359,14342,RnaseP,Clinical Sample,S603043,Positive,45,442736.47,442736.46875,1,1,1
948404,14343,RnaseP,Clinical Sample,S603587,Positive,45,600410.3,600410.3125,1,1,1
948449,14344,RnaseP,Clinical Sample,S602091,Positive,45,442919.7,442919.6875,1,1,1
948494,14345,RnaseP,Clinical Sample,S603595,Positive,45,394022.44,394022.4375,1,1,1
948539,14346,RnaseP,Clinical Sample,S602083,Positive,45,591910.8,591910.8125,1,1,1
948584,14348,RnaseP,Clinical Sample,S603603,Positive,45,391701.0,391701.0,1,1,1
948629,14350,RnaseP,Clinical Sample,S603610,Positive,45,654097.3,654097.3125,1,1,1
948674,14351,RnaseP,Clinical Sample,S602108,Positive,45,551887.44,551887.4375,1,1,1
948719,14352,RnaseP,Clinical Sample,S603618,Positive,45,366383.12,366383.125,1,1,1
948764,14360,RnaseP,Clinical Sample,S603624,Positive,45,307086.2,307086.1875,1,1,1
948809,14377,RnaseP,Clinical Sample,S603632,Positive,45,345502.34,345502.34375,1,1,1
948854,14379,RnaseP,Clinical Sample,S603653,Positive,45,386154.7,386154.6875,1,1,1
948899,14381,RnaseP,Clinical Sample,S603661,Positive,45,382023.06,382023.0625,1,1,1
948944,14383,RnaseP,Clinical Sample,S603668,Positive,45,381490.72,381490.71875,1,1,1
948989,14362,RnaseP,Clinical Sample,S603676,Positive,45,392052.8,392052.8125,1,1,1
949034,14364,RnaseP,Clinical Sample,S603697,Positive,45,396886.66,396886.65625,1,1,1
949079,14366,RnaseP,Clinical Sample,S603709,Positive,45,395067.12,395067.125,1,1,1
949124,14368,RnaseP,Clinical Sample,S603717,Positive,45,379445.6,379445.59375,1,1,1
949169,14370,RnaseP,Clinical Sample,S603729,Positive,45,442741.6,442741.59375,1,1,1
949214,14373,RnaseP,Clinical Sample,S602719,Positive,45,398212.9,398212.90625,1,1,1
949259,14384,RnaseP,Clinical Sample,S602934,Positive,45,363721.06,363721.0625,1,1,1
949304,14395,RnaseP,Clinical Sample,S603533,Positive,45,362373.03,362373.03125,1,1,1
949349,14401,RnaseP,Clinical Sample,S602942,Positive,45,308707.12,308707.125,1,1,1
949394,14402,RnaseP,Clinical Sample,S603541,Positive,45,371742.97,371742.96875,1,1,1
949439,14403,RnaseP,Clinical Sample,S602950,Positive,45,419502.22,419502.21875,1,1,1
949484,14404,RnaseP,Clinical Sample,S603549,Positive,45,451336.34,451336.34375,1,1,1
949529,14405,RnaseP,Clinical Sample,S602958,Positive,45,422186.25,422186.25,1,1,1
949574,14406,RnaseP,Clinical Sample,S603557,Positive,45,506070.56,506070.5625,1,1,1
949619,14407,RnaseP,Clinical Sample,S602966,Positive,45,404724.78,404724.78125,1,1,1
949664,14385,RnaseP,Clinical Sample,S603564,Positive,45,388127.9,388127.90625,1,1,1
949709,14386,RnaseP,Clinical Sample,S602989,Positive,45,431277.38,431277.375,1,1,1
949754,14387,RnaseP,Clinical Sample,S603572,Positive,45,434441.5,434441.5,1,1,1
949799,14388,RnaseP,Clinical Sample,S603017,Positive,45,422205.53,422205.53125,1,1,1
949844,14389,RnaseP,Clinical Sample,S603580,Positive,45,418526.3,418526.3125,1,1,1
949889,14390,RnaseP,Clinical Sample,S603045,Positive,45,435746.7,435746.6875,1,1,1
949934,14391,RnaseP,Clinical Sample,S603588,Positive,45,437462.0,437462.0,1,1,1
949979,14392,RnaseP,Clinical Sample,S602090,Positive,45,319504.12,319504.125,1,1,1
950024,14393,RnaseP,Clinical Sample,S603596,Positive,45,439372.56,439372.5625,1,1,1
950069,14394,RnaseP,Clinical Sample,S602084,Positive,45,422206.6,422206.59375,1,1,1
950114,14396,RnaseP,Clinical Sample,S603604,Positive,45,357584.0,357584.0,1,1,1
950159,14397,RnaseP,Clinical Sample,S602096,Positive,45,432199.34,432199.34375,1,1,1
950204,14398,RnaseP,Clinical Sample,S603611,Positive,45,426044.7,426044.6875,1,1,1
950249,14399,RnaseP,Clinical Sample,S602109,Positive,45,410066.5,410066.5,1,1,1
950294,14400,RnaseP,Clinical Sample,S603619,Positive,45,327355.47,327355.46875,1,1,1
950339,14408,RnaseP,Clinical Sample,S603625,Positive,45,332468.1,332468.09375,1,1,1
950384,14425,RnaseP,Clinical Sample,S603634,Positive,45,357733.22,357733.21875,1,1,1
950429,14427,RnaseP,Clinical Sample,S603654,Positive,45,404285.78,404285.78125,1,1,1
950474,14429,RnaseP,Clinical Sample,S603662,Positive,45,402274.62,402274.625,1,1,1
950519,14431,RnaseP,Clinical Sample,S603669,Positive,45,405880.8,405880.8125,1,1,1
950564,14410,RnaseP,Clinical Sample,S603679,Positive,45,397052.12,397052.125,1,1,1
950609,14412,RnaseP,Clinical Sample,S603699,Positive,45,465613.25,465613.25,1,1,1
950654,14414,RnaseP,Clinical Sample,S603710,Positive,45,428413.44,428413.4375,1,1,1
950699,14416,RnaseP,Clinical Sample,S603718,Positive,45,377776.8,377776.8125,1,1,1
950744,14418,RnaseP,Clinical Sample,S603730,Positive,45,388900.1,388900.09375,1,1,1
950789,14421,RnaseP,Clinical Sample,S602716,Positive,45,390588.16,390588.15625,1,1,1
950834,14432,RnaseP,Clinical Sample,S602935,Positive,45,395979.56,395979.5625,1,1,1
950879,14443,RnaseP,Clinical Sample,S603534,Positive,45,419254.28,419254.28125,1,1,1
950924,14449,RnaseP,Clinical Sample,S602943,Positive,45,346762.84,346762.84375,1,1,1
950969,14450,RnaseP,Clinical Sample,S603542,Positive,45,371047.2,371047.1875,1,1,1
951014,14451,RnaseP,Clinical Sample,S602951,Positive,45,413718.8,413718.8125,1,1,1
951059,14452,RnaseP,Clinical Sample,S603550,Positive,45,402922.5,402922.5,1,1,1
951104,14453,RnaseP,Clinical Sample,S602959,Positive,45,422574.16,422574.15625,1,1,1
951149,14454,RnaseP,Clinical Sample,S603558,Positive,45,449270.72,449270.71875,1,1,1
951194,14455,RnaseP,Clinical Sample,S602968,Positive,45,465856.72,465856.71875,1,1,1
951239,14433,RnaseP,Clinical Sample,S603565,Positive,45,466096.03,466096.03125,1,1,1
951284,14434,RnaseP,Clinical Sample,S602993,Positive,45,408727.25,408727.25,1,1,1
951329,14435,RnaseP,Clinical Sample,S603573,Positive,45,417923.2,417923.1875,1,1,1
951374,14436,RnaseP,Clinical Sample,S603021,Positive,45,393234.1,393234.09375,1,1,1
951419,14437,RnaseP,Clinical Sample,S603581,Positive,45,427028.78,427028.78125,1,1,1
951464,14438,RnaseP,Clinical Sample,S603047,Positive,45,465892.0,465892.0,1,1,1
951509,14439,RnaseP,Clinical Sample,S603589,Positive,45,458023.84,458023.84375,1,1,1
951554,14440,RnaseP,Clinical Sample,S602089,Positive,45,442531.34,442531.34375,1,1,1
951599,14441,RnaseP,Clinical Sample,S603597,Positive,45,422211.1,422211.09375,1,1,1
951644,14442,RnaseP,Clinical Sample,S602101,Positive,45,425689.4,425689.40625,1,1,1
951689,14444,RnaseP,Clinical Sample,S603605,Positive,45,375958.78,375958.78125,1,1,1
951734,14445,RnaseP,Clinical Sample,S602097,Positive,45,403018.44,403018.4375,1,1,1
951779,14446,RnaseP,Clinical Sample,S603612,Positive,45,418994.4,418994.40625,1,1,1
951824,14447,RnaseP,Clinical Sample,S602103,Positive,45,440599.66,440599.65625,1,1,1
951869,14448,RnaseP,Clinical Sample,S603620,Positive,45,346051.56,346051.5625,1,1,1
951914,14456,RnaseP,Clinical Sample,S603626,Positive,45,366866.6,366866.59375,1,1,1
951959,14473,RnaseP,Clinical Sample,S603636,Positive,45,356632.12,356632.125,1,1,1
952004,14475,RnaseP,Clinical Sample,S603655,Positive,45,353396.78,353396.78125,1,1,1
952049,14477,RnaseP,Clinical Sample,S603663,Positive,45,430201.62,430201.625,1,1,1
952094,14479,RnaseP,Clinical Sample,S603670,Positive,45,408097.97,408097.96875,1,1,1
952139,14458,RnaseP,Clinical Sample,S603681,Positive,45,420804.47,420804.46875,1,1,1
952184,14460,RnaseP,Clinical Sample,S603701,Positive,45,405999.3,405999.3125,1,1,1
952229,14462,RnaseP,Clinical Sample,S603711,Positive,45,385160.34,385160.34375,1,1,1
952274,14464,RnaseP,Clinical Sample,S603719,Positive,45,407220.28,407220.28125,1,1,1
952319,14466,RnaseP,Clinical Sample,S603731,Positive,45,433753.16,433753.15625,1,1,1
952364,14469,RnaseP,Clinical Sample,S602706,Positive,45,350101.06,350101.0625,1,1,1
952409,14480,RnaseP,Clinical Sample,S602936,Positive,45,381986.94,381986.9375,1,1,1
952454,14491,RnaseP,Clinical Sample,S603535,Positive,45,354017.84,354017.84375,1,1,1
952499,14497,RnaseP,Clinical Sample,S602944,Positive,45,363637.8,363637.8125,1,1,1
952544,14498,RnaseP,Clinical Sample,S603543,Positive,45,368140.8,368140.8125,1,1,1
952589,14499,RnaseP,Clinical Sample,S602952,Positive,45,338860.78,338860.78125,1,1,1
952634,14500,RnaseP,Clinical Sample,S603551,Positive,45,425911.22,425911.21875,1,1,1
952679,14503,RnaseP,Clinical Sample,S602970,Positive,45,431324.9,431324.90625,1,1,1
952724,14481,RnaseP,Clinical Sample,S603566,Positive,45,471180.34,471180.34375,1,1,1
952769,14482,RnaseP,Clinical Sample,S602997,Positive,45,466438.0,466438.0,1,1,1
952814,14483,RnaseP,Clinical Sample,S603574,Positive,45,434211.62,434211.625,1,1,1
952859,14484,RnaseP,Clinical Sample,S603024,Positive,45,411652.62,411652.625,1,1,1
952904,14485,RnaseP,Clinical Sample,S603582,Positive,45,431287.75,431287.75,1,1,1
952949,14486,RnaseP,Clinical Sample,S603049,Positive,45,419361.6,419361.59375,1,1,1
952994,14487,RnaseP,Clinical Sample,S603590,Positive,45,417616.22,417616.21875,1,1,1
953039,14488,RnaseP,Clinical Sample,S602088,Positive,45,420483.1,420483.09375,1,1,1
953084,14489,RnaseP,Clinical Sample,S603598,Positive,45,425612.56,425612.5625,1,1,1
953129,14490,RnaseP,Clinical Sample,S602100,Positive,45,479097.75,479097.75,1,1,1
953174,14492,RnaseP,Clinical Sample,S603606,Positive,45,447346.12,447346.125,1,1,1
953219,14493,RnaseP,Clinical Sample,S602098,Positive,45,439936.88,439936.875,1,1,1
953264,14494,RnaseP,Clinical Sample,S603613,Positive,45,394090.1,394090.09375,1,1,1
953309,14495,RnaseP,Clinical Sample,S602107,Positive,45,616123.3,616123.3125,1,1,1
953354,14496,RnaseP,Clinical Sample,S603621,Positive,45,418783.22,418783.21875,1,1,1
953399,14504,RnaseP,Clinical Sample,S603627,Positive,45,359704.56,359704.5625,1,1,1
953444,14521,RnaseP,Clinical Sample,S603639,Positive,45,356333.75,356333.75,1,1,1
953489,14523,RnaseP,Clinical Sample,S603656,Positive,45,362920.44,362920.4375,1,1,1
953534,14527,RnaseP,Clinical Sample,S603671,Positive,45,390373.3,390373.3125,1,1,1
953579,14506,RnaseP,Clinical Sample,S603684,Positive,45,431785.03,431785.03125,1,1,1
953624,14508,RnaseP,Clinical Sample,S603703,Positive,45,364937.75,364937.75,1,1,1
953669,14510,RnaseP,Clinical Sample,S603712,Positive,45,403195.1,403195.09375,1,1,1
953714,14512,RnaseP,Clinical Sample,S603721,Positive,45,402869.9,402869.90625,1,1,1
953759,14514,RnaseP,Clinical Sample,S603732,Positive,45,404501.7,404501.6875,1,1,1
953804,14517,RnaseP,Clinical Sample,S602710,Positive,45,261529.97,261529.96875,1,1,1
953849,14528,RnaseP,Clinical Sample,S602937,Negative,45,29192.424,29192.423828125,1,0,1
953894,14539,RnaseP,Clinical Sample,S603536,Positive,45,367133.6,367133.59375,1,1,1
953939,14545,RnaseP,Clinical Sample,S602945,Positive,45,381516.47,381516.46875,1,1,1
953984,14546,RnaseP,Clinical Sample,S603544,Positive,45,375389.8,375389.8125,1,1,1
954029,14547,RnaseP,Clinical Sample,S602953,Positive,45,370107.38,370107.375,1,1,1
954074,14548,RnaseP,Clinical Sample,S603552,Positive,45,374200.8,374200.8125,1,1,1
954119,14549,RnaseP,Clinical Sample,S602960,Positive,45,375005.8,375005.8125,1,1,1
954164,14550,RnaseP,Clinical Sample,S603559,Positive,45,388085.88,388085.875,1,1,1
954209,14551,RnaseP,Clinical Sample,S602973,Positive,45,394456.75,394456.75,1,1,1
954254,14529,RnaseP,Clinical Sample,S603567,Positive,45,406218.2,406218.1875,1,1,1
954299,14530,RnaseP,Clinical Sample,S603001,Positive,45,402894.66,402894.65625,1,1,1
954344,14531,RnaseP,Clinical Sample,S603575,Positive,45,504551.72,504551.71875,1,1,1
